1,-3.831,-4.035,1.203,0.686,-6.831,0.614,3.078,-4.511,-0.286,6.855,-0.757,0.416,6.023,-0.578,0.438
1,-2.365,-3.293,0.605,-0.624,-6.946,1.205,2.995,-4.780,-1.237,4.239,-2.243,-0.407,7.001,-0.231,-1.120
1,-3.222,-3.275,-0.113,-2.087,-7.578,0.180,2.297,-5.373,0.521,5.050,-3.366,0.161,7.598,-1.326,0.229
1,-2.538,-2.078,-0.783,-4.353,-7.949,2.026,1.465,-6.739,-0.599,7.993,-2.693,-0.262,6.396,-2.223,-0.027
1,-2.598,-3.561,0.498,-0.965,-7.545,-0.384,2.834,-4.901,-0.706,4.597,-2.155,0.177,4.963,-1.106,-0.698
1,-1.838,-2.986,-0.247,-0.605,-6.774,0.077,2.500,-4.419,-0.487,7.110,-1.733,-0.226,6.011,-1.446,-0.290
1,0.789,-5.481,-0.135,2.688,-2.306,-0.974,4.329,-1.663,0.752,5.162,-1.086,-0.733,3.357,-0.470,0.127
1,1.103,-6.174,-0.305,3.644,-2.750,-1.719,4.326,-1.415,-0.803,4.630,-1.260,-1.334,3.278,-0.832,-0.486
1,-4.414,-6.499,1.912,-0.537,-6.600,-1.065,5.580,-2.608,-1.346,3.027,-2.103,-0.631,5.056,-2.129,-0.517
1,-2.627,-8.458,0.462,3.265,-4.363,0.221,3.083,-1.529,-0.053,6.243,-2.372,-0.300,3.789,-0.881,0.088
1,-5.473,-8.110,2.652,-1.413,-5.832,0.111,0.796,-2.303,-0.412,4.158,-2.654,0.011,3.705,-1.401,-0.171
1,-0.822,-5.865,1.023,2.081,-3.822,-0.126,2.001,-1.475,0.040,5.780,-2.587,-0.589,3.186,-0.800,-0.184
1,-2.265,-3.384,0.047,-1.880,-7.884,-0.325,2.407,-5.916,0.957,8.744,-1.969,-0.963,7.329,-1.643,-0.863
1,0.653,-6.054,-0.312,2.583,-3.336,-0.676,6.135,-1.902,-1.386,5.046,0.099,0.334,3.675,0.520,-0.524
1,-1.112,-7.473,0.136,3.897,-4.700,-0.565,4.271,-1.856,-1.067,7.602,-0.563,-2.460,3.590,0.691,-0.689
1,0.698,-4.801,0.383,-2.866,-7.515,1.244,2.459,-2.930,-1.019,4.917,-0.280,-0.167,4.675,1.044,-0.378
1,-1.824,-3.664,-0.478,0.009,-5.960,-0.258,3.002,-4.008,-0.784,6.993,-1.379,-1.608,5.949,-1.143,-1.644
1,-3.398,-5.746,2.439,0.485,-7.575,-0.412,4.543,-4.147,-0.920,6.079,-2.464,0.467,5.725,-0.151,-0.758
1,-4.380,-8.724,0.942,0.139,-8.259,-1.122,3.601,-3.500,-0.977,5.360,-1.944,-1.417,5.106,-0.257,-0.761
1,-3.071,-7.427,-0.832,-0.532,-7.382,-0.973,3.296,-3.961,0.574,5.772,-2.843,-0.339,4.376,-0.622,0.678
1,-0.156,-6.828,-0.482,2.318,-3.386,-0.784,6.212,-3.109,0.118,5.144,-0.188,-0.720,3.902,-0.259,0.309
1,-0.347,-7.023,1.123,0.461,-5.306,0.072,2.281,-3.753,1.031,7.835,-2.309,-0.466,3.890,-0.165,-0.023
1,-1.728,-4.550,-0.231,-0.684,-7.591,0.223,3.052,-4.583,-0.688,5.199,-2.708,-1.040,7.760,-1.099,-0.396
1,-2.121,-6.868,0.173,1.604,-5.904,-0.136,7.321,-1.720,-0.721,5.438,-1.581,-0.611,4.581,-0.664,0.315
1,-0.150,-7.634,-0.086,2.318,-4.927,-0.160,4.083,-2.338,-0.260,7.884,-1.907,0.495,4.108,-0.322,0.712
1,-1.137,-4.544,0.279,0.379,-6.709,0.440,3.462,-4.125,-0.571,5.688,-2.340,0.667,6.032,-0.793,0.299
1,0.607,-6.667,-0.762,4.525,-4.125,-0.942,5.961,-2.146,-0.385,5.423,-0.744,-0.946,4.045,-0.458,-0.238
1,-2.767,-5.038,0.842,0.624,-8.056,0.394,4.808,-4.462,-0.187,7.784,-0.217,-0.047,6.518,-0.212,-0.310
1,-2.165,-8.808,1.581,1.345,-5.875,0.026,3.048,-2.880,0.140,6.534,-3.027,-0.653,3.579,-0.506,1.064
1,-2.616,-3.756,-0.212,-1.385,-8.577,1.723,2.261,-5.808,0.240,4.572,-3.162,1.012,5.752,-0.309,0.392
1,-5.693,-8.258,0.478,-0.001,-8.127,0.440,6.644,-3.165,0.209,4.907,-2.700,0.086,5.546,-1.254,0.543
1,-3.095,-4.231,0.370,-0.853,-8.012,0.800,2.171,-5.066,-1.629,7.755,-3.026,1.018,7.009,-2.547,0.906
1,-1.821,-9.848,1.641,3.850,-6.371,2.135,5.866,-2.881,0.579,7.067,-2.022,1.087,4.225,-0.951,0.998
1,-1.827,-8.633,0.597,3.909,-4.926,0.551,8.748,-1.360,-0.862,7.656,-1.132,-0.879,4.097,-0.577,0.565
1,-1.981,-7.398,1.509,1.835,-2.299,0.435,4.626,-0.206,-0.045,4.014,-0.190,-0.054,3.065,0.162,-0.250
1,-2.985,-6.881,2.097,1.606,-3.319,-0.372,7.129,-0.617,-1.293,5.894,-0.497,-1.006,3.026,0.642,0.214
1,-1.245,-7.409,0.123,2.765,-5.727,-0.913,7.675,-1.556,-1.853,6.417,-1.298,-1.743,3.919,-0.228,-0.199
1,1.946,-7.119,-0.754,4.419,-3.804,0.458,6.599,-0.383,0.309,5.401,-0.278,0.566,5.479,-0.649,-0.098
1,1.721,-7.990,0.624,5.056,-4.039,-0.774,5.820,-1.843,-1.199,6.474,-0.951,-0.238,4.609,-0.182,-0.728
1,-0.845,-7.798,-0.146,3.240,-5.503,-1.142,7.752,-0.671,-1.281,6.685,-0.507,-1.021,3.924,-0.005,-0.034
1,-4.436,-7.754,0.342,0.101,-7.833,1.996,2.930,-3.386,-0.602,8.711,-2.713,-1.114,3.500,0.485,0.449
1,3.738,-4.078,-0.737,4.400,-1.596,-0.850,7.146,-1.697,-1.527,3.832,-0.131,-0.619,3.850,-0.185,-0.470
1,3.028,-1.749,-0.321,6.262,-1.746,-0.172,2.955,-0.204,-0.417,3.397,-0.514,-0.337,2.502,-0.215,-0.244
1,0.814,-5.591,-1.933,4.942,-3.018,-2.405,5.934,-1.193,-0.512,3.958,-0.243,-1.126,3.334,-0.055,-1.042
1,3.702,-1.775,-0.069,5.660,-1.600,-0.886,3.163,-0.494,-0.219,3.162,-0.616,-0.152,2.554,-0.335,-0.121
1,8.106,-3.172,-1.434,7.009,-2.657,-1.317,2.329,-0.257,0.552,3.126,-0.719,-0.408,2.713,-0.648,-0.503
1,-0.698,-7.209,0.028,3.343,-5.073,1.382,4.488,-1.959,-0.316,6.094,-1.707,0.263,4.249,-0.696,0.219
1,3.632,-2.580,-0.159,6.572,-1.600,-0.307,4.385,-0.183,-0.065,3.866,-0.256,0.315,3.367,-0.141,-0.167
1,4.379,-3.412,-0.516,7.895,-1.979,-0.276,4.888,0.140,-0.519,4.223,0.049,0.183,3.657,0.183,0.179
1,-0.943,-7.074,1.097,2.452,-4.747,-0.094,8.290,-2.924,0.301,7.041,-2.453,0.144,3.751,-0.529,0.780
1,4.900,-2.243,0.218,6.594,-2.218,1.367,4.035,-0.810,0.691,3.616,-0.753,0.533,3.257,-0.726,0.505
1,1.615,-5.941,0.239,3.706,-2.955,-0.604,7.283,-2.993,-0.474,4.010,-0.545,0.498,4.078,-0.650,-0.142
1,2.727,-3.042,-0.694,3.171,-1.707,1.235,6.434,-1.596,-0.060,3.361,-0.030,0.173,3.165,-0.109,-0.103
1,1.275,-4.103,-0.391,2.282,-1.995,-0.595,3.255,-1.263,-0.256,5.255,-1.436,-0.348,3.084,-0.190,0.087
1,3.567,-2.404,0.226,4.072,-1.377,0.404,6.176,-1.148,-0.291,3.347,-0.169,0.257,3.424,-0.314,-0.188
1,5.743,-1.972,-0.172,4.114,-0.498,-0.287,3.332,-0.244,-0.416,2.875,-0.267,0.135,2.739,-0.191,-0.462
1,2.463,-1.539,0.363,5.854,-1.788,-0.294,3.192,-0.424,0.237,3.085,-0.355,0.003,2.687,-0.312,-0.010
1,5.574,-1.249,-1.088,4.493,-0.518,0.411,3.672,-0.128,-0.530,2.903,0.096,-0.034,2.576,0.019,-0.150
1,4.955,-1.948,0.476,6.054,-0.929,-0.029,3.350,0.472,0.889,3.187,0.222,0.103,2.875,0.208,0.177
